pid,pub_type,pub_date,title,authors,doi,ark,journal,collaboration
"articles:7048","article","2006-09-09","Diurnal nonmigrating tides from TIMED Doppler Interferometer wind data: Monthly climatologies and seasonal variations","Oberheide, J.;Wu, Q.;et al","10.1029/2005JA011491","ark:/85065/d7r211pd","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:7049","article","2006-06-01","Characteristics of atmospheric transport using three numerical formulations for atmospheric dynamics in a single GCM framework","Rasch, P.;Coleman, D.;et al","10.1175/JCLI3763.1","ark:/85065/d7m908zp","Journal of Climate","UCAR and University"
"articles:7050","article","2006-12-12","Future abrupt reductions in the summer Arctic sea ice","Holland, M.;Bitz, C.;et al","10.1029/2006GL028024","ark:/85065/d7gh9j7t","Geophysical Research Letters","UCAR, University and Other"
"articles:7051","article","2006-02-01","Twentieth century simulation of the southern hemisphere in coupled models. Part I: Large scale circulation variability","Raphael, M.;Holland, M.","10.1007/s00382-005-0082-8","ark:/85065/d7br8sf6","Climate Dynamics","UCAR and University"
"articles:7052","article","2006-11-23","Assessment of temperature, trace species, and ozone in chemistry-climate model simulations of the recent past","Eyring, V.;Butchart, N.;et al","10.1029/2006JD007327","ark:/85065/d77081q5","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7053","article","2006-04-01","Digital filter initialization for MM5","Chen, M.;Huang, X.","10.1175/MWR3117.1","ark:/85065/d73b60d5","Monthly Weather Review","UCAR and Other"
"articles:7054","article","2006-10-19","Effect of IMF By on thermospheric composition at high and middle latitudes: 2. Data comparisons","Immel, T.;Crowley, G.;et al","10.1029/2005JA011372","ark:/85065/d7zk5gzx","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7058","article","2006-06-01","The Community Climate System Model Version 3 (CCSM3)","Collins, W.;Bitz, C.;et al","10.1175/JCLI3761.1","ark:/85065/d7fj2h13","Journal of Climate","UCAR, University and Other"
"articles:7062","article","2006-09-01","Soil moisture feedbacks to precipitation in southern Africa","Cook, B.;Bonan, G.;et al","10.1175/JCLI3856.1","ark:/85065/d7xk8ftj","Journal of Climate","UCAR and University"
"articles:7063","article","2006-08-01","Positive-definite and monotonic limiters for unrestricted-timestep transport schemes","Skamarock, W.","10.1175/MWR3170.1","ark:/85065/d7st7q37","Monthly Weather Review","UCAR only"
"articles:7067","article","2006-02-24","Radiative forcing since preindustrial times due to ozone change in the troposphere and the lower stratosphere","Gauss, M.;Myhre, G.;et al","10.5194/acp-6-575-2006","ark:/85065/d78w3dk9","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:7068","article","2006-10-01","Coevolution of down-valley flow and the nocturnal boundary layer in complex terrain","Pinto, J.;Parsons, D.;et al","10.1175/JAM2412.1","ark:/85065/d7542nwb","Journal of Applied Meteorology and Climatology","UCAR only"
"articles:7070","article","2006-09-28","TIMED Doppler interferometer: Overview and recent results","Killeen, T.;Wu, Q.;et al","10.1029/2005JA011484","ark:/85065/d7wm1dpq","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7071","article","2006-04-10","Numerical simulation of sand dune evolution in severe winds","Ortiz, P.;Smolarkiewicz, P.","10.1002/fld.1118","ark:/85065/d7rv0nz0","International Journal for Numerical Methods in Fluids","UCAR and University"
"articles:7072","article","2006-10-01","The mysteries of Mammatus clouds: Observations and formation mechanisms","Schultz, D.;Kanak, K.;et al","10.1175/JAS3758.1","ark:/85065/d7n29x60","Journal of the Atmospheric Sciences","UCAR, University and Other"
"articles:7073","article","2006-11-01","Effects of stochastic coalescence and air turbulence on the size distribution of cloud droplets","Wang, L.;Xue, Y.;et al","10.1016/j.atmosres.2005.12.011","ark:/85065/d7h995gn","Atmospheric Research","UCAR and University"
"articles:7074","article","2006-09-01","Corridors of warm season precipitation in the central United States","Tuttle, J.;Davis, C.","10.1175/MWR3188.1","ark:/85065/d7cn745n","Monthly Weather Review","UCAR only"
"articles:7075","article","2006-06-01","Monsoon regimes in CCSM3","Meehl, G.;Arblaster, J.;et al","10.1175/JCLI3745.1","ark:/85065/d77w6cgc","Journal of Climate","UCAR and Other"
"articles:7076","article","2006-07-26","Satellite-observed pollution from Southern Hemisphere biomass burning","Edwards, D.;Emmons, L.;et al","10.1029/2005JD006655","ark:/85065/d7445mrz","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7078","article","2006-01-01","Future changes in biogenic isoprene emissions: How might they affect regional and global atmospheric chemistry?","Wiedinmyer, C.;Tie, X.;et al","10.1175/EI174.1","ark:/85065/d7vm4chw","Earth Interactions","UCAR and Other"
"articles:7080","article","2006-06-10","Geophysical-astrophysical spectral element adaptive refinement (GASpAR): Object-oriented h-adaptive code for geo-physical fluid dynamics simulations","Rosenberg, D.;Fournier, A.;et al","10.1016/j.jcp.2005.10.031","ark:/85065/d7m32w25","Journal of Computational Physics","UCAR and Other"
"articles:7081","article","2006-10-01","A multi-model assessment of RKW Theory's relevance to squall line characteristics","Bryan, G.;Knievel, J.;et al","10.1175/MWR3226.1","ark:/85065/d7gf0trr","Monthly Weather Review","UCAR and University"
"articles:7083","article","2006-11-14","Sensitivity of top-down estimates of CO sources to GCTM transport","Arellano, A.;Hess, P.","10.1029/2006GL027371","ark:/85065/d76w9bb0","Geophysical Research Letters","UCAR only"
"articles:7085","article","2006-10-01","Mesospheric surf zone and temperature inversion layers in early November 1994","Oberheide, J.;Liu, H.;et al","10.1016/j.jastp.2005.11.013","ark:/85065/d7zc8337","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR and University"
"articles:7086","article","2007-01-01","A high CO episode of long-range transport detected by MOPITT","Zhao, C.;Peng, L.;et al","10.1007/sl11270-006-9191-1","ark:/85065/d7tm7bch","Water, Air, and Soil Pollution","UCAR, University and Other"
"articles:7087","article","2006-06-01","Climate sensitivity of moderate- and low- resolution versions of CCSM3 to preindustrial forcings","Otto-Bliesner, B.;Tomas, R.;et al","10.1175/JCLI3754.1","ark:/85065/d7pv6kns","Journal of Climate","UCAR and Other"
"articles:7091","article","2006-01-20","Twenty-first century Arctic climate change in the CCSM3 IPCC scenario simulations","Teng, H.;Washington, W.;et al","10.1007/s00382-005-0099-z","ark:/85065/d75x2965","Climate Dynamics","UCAR only"
"articles:7095","article","2006-10-14","Multimodel simulations of carbon monoxide: Comparison with observations and projected near-future changes","Shindell, D.;Faluvegi, G.;et al","10.1029/2006JD007100","ark:/85065/d7nz87xq","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7096","article","2006-06-01","An integrated approach to mid- and upper-level turbulence forecasting","Sharman, R.;Tebaldi, C.;et al","10.1175/WAF924.1","ark:/85065/d7j67h75","Weather and Forecasting","UCAR only"
"articles:7097","article","2006-06-01","Influence of the sea ice thickness distribution on polar climate in CCSM3","Holland, M.;Bitz, C.;et al","10.1175/JCLI3751.1","ark:/85065/d7df6rhf","Journal of Climate","UCAR, University and Other"
"articles:7101","article","2006-08-10","Flux-transport dynamos with Lorentz-force feedback on differential rotation and meridional flow: Saturation mechanism and torsional oscillations","Rempel, M.","10.1086/505170","ark:/85065/d7wh2q7z","The Astrophysical Journal","UCAR only"
"articles:7102","article","2006-02-01","An intercomparison of large-eddy simulations of the stable boundary layer","Beare, R.;MacVean, M.;et al","10.1007/s10546-004-2820-6","ark:/85065/d7rr1zh7","Boundary-Layer Meteorology","UCAR, University and Other"
"articles:7106","article","2006-12-16","Ozone production from the 2004 North American boreal fires","Pfister, G.;Emmons, L.;et al","10.1029/2006JD007695","ark:/85065/d77p8znb","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7107","article","2007-01-16","End-to-end modeling of the solar terrestrial system","Wiltberger, M.;Baker, D.","10.1007/s11214-006-9106-x","ark:/85065/d73x86x0","Space Science Reviews","UCAR and Other"
"articles:7108","article","2006-05-01","Dissipation in implicit turbulence models: A computational study","Margolin, L.;Smolarkiewicz, P.;et al","10.1115/1.2176749","ark:/85065/d70865kv","Journal of Applied Mechanics","UCAR and Other"
"articles:7112","article","2006-10-01","Solar convection zone dynamics: How sensitive are inversions to subtle dynamo features?","Howe, R.;Rempel, M.;et al","10.1086/506931","ark:/85065/d7g73f0d","The Astrophysical Journal","UCAR, University and Other"
"articles:7115","article","2006-02-01","Transport of toroidal magnetic field by the meridional flow at the base of the solar convection zone","Rempel, M.","10.1086/498440","ark:/85065/d7319w5t","The Astrophysical Journal","UCAR only"
"articles:7116","article","2006-08-30","Aircraft measurements of cloud droplet spectral dispersion and implications for indirect aerosol radiative forcing","Zhao, C.;Tie, X.;et al","10.1029/2006GL026653","ark:/85065/d7z89cqz","Geophysical Research Letters","UCAR, University and Other"
"articles:7118","article","2006-12-01","Numerical simulation of cloud-clear air interfacial mixing: Effects on cloud microphysics","Andrejczuk, M.;Grabowski, W.;et al","10.1175/JAS3813.1","ark:/85065/d7pr7w8x","Journal of the Atmospheric Sciences","UCAR and University"
"articles:7119","article","2006-06-01","The dynamical simulation of the Community Atmosphere Model Version 3 (CAM3)","Hurrell, J.;Hack, J.;et al","10.1175/JCLI3762.1","ark:/85065/d7k074jw","Journal of Climate","UCAR only"
"articles:7120","article","2006-07-08","Ozone pollution from future ship traffic in the Arctic northern passages","Granier, C.;Niemeier, U.;et al","10.1029/2006GL026180","ark:/85065/d7f76ct5","Geophysical Research Letters","UCAR, University and Other"
"articles:7121","article","2006-03-01","Stochastic forcing of the North Atlantic wind-driven ocean circulation. Part II: An analysis of the dynamical ocean response using generalized stability theory","Chhak, K.;Moore, A.;et al","10.1175/JPO2853.1","ark:/85065/d79g5n3v","Journal of Physical Oceanography","UCAR, University and Other"
"articles:7126","article","2006-09-09","SABER observations of the OH Meinel airglow variability near the mesopause","Marsh, D.;Smith, A.;et al","10.1029/2005JA0011451","ark:/85065/d7ns0v5j","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7127","article","2006-03-01","The evolving Sigmoid: Evidence for magnetic flux fopes in the corona before, during, and after CMES","Gibson, S.;Fan, Y.;et al","10.1007/s11214-006-9101-2","ark:/85065/d7j103d2","Space Science Reviews","UCAR, University and Other"
"articles:7131","article","2006-09-01","Comparison of impacts of WRF dynamic core, physics package, and initial conditions on warm season rainfall forecasts","Gallus, Jr., W.;Bresch, J.","10.1175/MWR3198.1","ark:/85065/d7125sz3","Monthly Weather Review","UCAR and University"
"articles:7132","article","2006-02-01","Twentieth century simulation of the southern hemisphere in coupled models. Part II: Sea ice conditions and variability","Holland, M.;Raphael, M.","10.1007/s00382-005-0087-3","ark:/85065/d7w959g6","Climate Dynamics","UCAR and University"
"articles:7133","article","2006-04-01","A tropical cyclone bogus data assimilation scheme in the MM5 3D-Var system and numerical experiments with Typhoon Rusa (2002) near landfall","Xiao, Q.;Kuo, Y.;et al","10.2151/jmsj.84.671","ark:/85065/d7rj4jrg","Journal of the Meteorological Society of Japan","UCAR and Other"
"articles:7139","article","2006-12-07","Significant enhancements of nitrogen oxides, black carbon, and ozone in the North Atlantic lower free troposphere resulting from North American boreal wildfires","Val Martin, M.;Honrath, R.;et al","10.1029/2006JD007530","ark:/85065/d7028rtq","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:7142","article","2006-05-01","Megadroughts in the Indian monsoon and southwest North America and a mechanism for associated multi-decadal Pacific sea surface temperature anomalies","Meehl, G.;Hu, A.","10.1175/JCLI3675.1","ark:/85065/d7ks6rvx","Journal of Climate","UCAR only"
"articles:7143","article","2006-05-03","Relative humidity over Antarctica from radiosondes, satellites, and a general circulation model","Gettelman, A.;Walden, V.;et al","10.1029/2005JD006636","ark:/85065/d7g44qj7","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:7144","article","2006-02-01","Model-data synthesis of diurnal and seasonal CO₂ fluxes at Niwot Ridge, Colorado","Sacks, W.;Schimel, D.;et al","10.1111/j.1365-2486.2005.01059.x","ark:/85065/d7bc3zth","Global Change Biology","UCAR and University"
"articles:7146","article","2006-03-01","The ability of MM5 to simulate ice clouds: Systematic comparison between simulated and measured fluxes and lidar/radar profiles at the SIRTA atmospheric observatory","Chiriaco, M.;Vautard, R.;et al","10.1175/MWR3102.1","ark:/85065/d72v2gcv","Monthly Weather Review","UCAR and Other"
"articles:7150","article","2006-06-27","Atlantic hurricanes and natural variability in 2005","Trenberth, K.;Shea, D.","10.1029/2006GL026894","ark:/85065/d7jw8f5q","Geophysical Research Letters","UCAR only"
"articles:7151","article","2006-12-06","Calculated and observed climate change in the thermosphere, and a prediction for solar cycle 24","Qian, L.;Roble, R.;et al","10.1029/2006GL027185","ark:/85065/d7f47pf9","Geophysical Research Letters","UCAR and University"
"articles:7153","article","2006-02-04","Zonal jets in the Pacific Ocean","Richards, K.;Maximenko, N.;et al","10.1029/2005GL024645","ark:/85065/d75m660n","Geophysical Research Letters","UCAR, University and Other"
"articles:7157","article","2006-06-01","Response of the North Atlantic thermohaline circulation and ventilation to increasing carbon dioxide in CCSM3","Bryan, F.;Danabasoglu, G.;et al","10.1175/JCLI3757.1","ark:/85065/d7np24qr","Journal of Climate","UCAR and Other"
"articles:7158","article","2006-06-01","Tropical Pacific and Atlantic climate variability in CCSM3","Deser, C.;Capotondi, A.;et al","10.1175/JCLI3759.1","ark:/85065/d7hx1d0f","Journal of Climate","UCAR and Other"
"articles:7160","article","2006-05-01","Electrodynamical characteristics of the polar ionosphere over the auroral and polar cap regions based on incoherent scatter radar measurements","Kwak, Y.;Ahn, B.;et al","10.1016/j.jastp.2006.02.006","ark:/85065/d78c9wjr","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR, University and Other"
"articles:7161","article","2006-12-01","Airglow variability in the context of the global mesospheric circulation","Shepherd, G.;Cho, Y.;et al","10.1016/j.jastp.2006.06.006","ark:/85065/d74m94td","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR and University"
"articles:7162","article","2006-02-01","Testing the fidelity of climate reconstruction methods","Mann, M.;Rutherford, S.;et al","","ark:/85065/d70v8d33","Bulletin of the American Meteorological Society","UCAR and Other"
"articles:7166","article","2006-08-24","Intraseasonal variations of upper tropospheric water vapor in Asian monsoon region","Zhan, R.;Li, J.;et al","10.5194/acpd-6-8069-2006","ark:/85065/d7gx4bvn","Atmospheric Chemistry and Physics","UCAR and University"
"articles:7167","article","2006-01-23","Advances in the WRF model for convection-resolving forecasting","Klemp, J.","10.5194/adgeo-7-25-2006","ark:/85065/d7c53m4n","Advances in Geosciences","UCAR only"
"articles:7169","article","2006-09-28","Monthly tidal temperatures 20-120km from TIMED/SABER","Zhang, X.;Forbes, J.;et al","10.1029/2005JA011504","ark:/85065/d73n23pk","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7170","article","2006-12-01","Climatology of upper tropospheric relative humidity from the atmospheric infrared sounder and implications for climate","Gettelman, A.;Collins, W.;et al","10.1175/JCLI3956.1","ark:/85065/d70002cw","Journal of Climate","UCAR and Other"
"articles:7175","article","2006-12-20","Assessing tropical cyclone trends in the context of potential sampling biases","Fasullo, J.","10.1029/2006GL027852","ark:/85065/d7b56k08","Geophysical Research Letters","UCAR only"
"articles:7177","article","2006-05-27","Evidence of significant large-scale impacts of boreal fires on ozone levels in the midlatitude Northern Hemisphere free troposphere","Lapina, K.;Honrath, R.;et al","10.1029/2006GL025878","ark:/85065/d72r3rz4","Geophysical Research Letters","UCAR and University"
"articles:7178","article","2006-11-03","Vertical variations in the N₂ mass mixing ratio during a thermospheric storm that have been simulated using a coupled magnetosphere-ionosphere-thermosphere model","Burns, A.;Wang, W.;et al","10.1029/2006JA011746","ark:/85065/d7z038gj","Journal of Geophysical Research-Space Physics","UCAR only"
"articles:7180","article","2006-12-01","The impact of cloud radiative feedback, remote ENSO forcing, and entrainment on the persistence of north Pacific sea surface temperature anomalies","Park, S.;Alexander, M.;et al","10.1175/JCLI3957.1","ark:/85065/d7pg1s1h","Journal of Climate","UCAR and Other"
"articles:7181","article","2006-05-31","Change in atmospheric mineral aerosols in response to climate: Last glacial period, preindustrial, modern, and doubled carbon dioxide climates","Mahowald, N.;Muhs, D.;et al","10.1029/2005JD006653","ark:/85065/d7jq1195","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7182","article","2006-03-01","An examination of ensemble filter based adaptive observation methodologies","Khare, S.;Anderson, J.","10.1111/j.1600-0870.2006.00200.x","ark:/85065/d7dz08kf","Tellus","UCAR and Other"
"articles:7183","article","2006-10-19","Effect of IMF Bᵧ on thermospheric composition at high and middle latitudes: 1. Numerical experiments","Crowley, G.;Immel, T.;et al","10.1029/2005JA011371","ark:/85065/d7959hvg","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7186","article","2006-06-01","Extratropical atmosphere-ocean variability in the CCSM3","Alexander, M.;Yin, J.;et al","10.1175/JCL13743.1","ark:/85065/d7x067b5","Journal of Climate","UCAR, University and Other"
"articles:7188","article","2007-01-01","The path to improving predictions of the North American Monsoon","Gochis, D.;Higgins, R.","","ark:/85065/d7ng4qwq","Newsletter, U.S. CLIVAR Variations","UCAR and Other"
"articles:7189","article","2006-12-20","Development of tracer relations and chemical ozone loss during the setup phase of the polar vortex","Tilmes, S.;Mueller, R.;et al","10.1029/2005JD006726","ark:/85065/d7hq405s","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:7190","article","2007-02-01","Nonlinear evolution of global magneto-shear instabilities in a 30 thin-shell model of the solar tachocline","Miesch, M.;Gilman, P.;et al","10.1086/509880","ark:/85065/d7cz37f2","The Astrophysical Journal, Supplement Series","UCAR only"
"articles:7191","article","2006-01-01","Enabling worldwide access to climate simulation data: The Earth System Grid (ESG)","Middleton, D.;Bernholdt, D.;et al","10.1088/1742-6596/46/1/070","ark:/85065/d789164c","Journal of Physics: Conference Series","UCAR, University and Other"
"articles:7195","article","2006-06-01","A characterization of tropical transient activity in the CAM3 atmospheric hydrologic cycle","Rasch, P.;Stevens, M.;et al","10.1175/JCLI3752.1","ark:/85065/d7r78fg2","Journal of Climate","UCAR, University and Other"
"articles:7197","article","2006-11-01","Further results on moist nearly neutral flow over a ridge","Miglietta, M.;Rotunno, R.","10.1175/JAS3793.1","ark:/85065/d7gq6z11","Journal of the Atmospheric Sciences","UCAR and University"
"articles:7198","article","2006-10-18","Radiative effect of clouds on tropospheric chemistry in a global three-dimensional chemical transport model","Liu, H.;Crawford, J.;et al","10.1029/2005JD006403","ark:/85065/d7c24wqx","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7199","article","2006-10-30","Aerosol nucleation over oceans and the role of galactic cosmic rays","Kazil, J.;Lovejoy, E.;et al","10.5194/acp-6-4905-2006","ark:/85065/d7794500","Atmospheric Chemistry and Physics","UCAR and Other"
"articles:7201","article","2006-03-03","Predicting the strength of upcoming cycle 24 using a flux-transport dynamo-based tool","Dikpati, M.;de Toma, G.;et al","10.1029/2005GL025221","ark:/85065/d7zs2wsk","Geophysical Research Letters","UCAR only"
"articles:7205","article","2006-09-10","Dynamo action in the solar convection zone and tachocline: Pumping and organization of toroidal fields","Browning, M.;Miesch, M.;et al","10.1086/507869","ark:/85065/d7ft8m9z","The Astrophysical Journal Letters","UCAR, University and Other"
"articles:7206","article","2006-03-01","Development of a new distributed-memory MM5 adjoint","Ruggiero, F.;Michalakes, J.;et al","10.1175/JTECH1862.1","ark:/85065/d7b27vkj","Journal of Atmospheric and Oceanic Technology","UCAR, University and Other"
"articles:7207","article","2006-01-01","Factors affecting the evolution fo Hurricane Erin (2001) and the distributions of hydrometeors: Role of microphysical processes","McFarquhar, G.;Zhang, H.;et al","10.1175/JAS3590.1","ark:/85065/d76973v6","Journal of the Atmospheric Sciences","UCAR, University and Other"
"articles:7209","article","2006-06-01","Diurnal coupling in the tropical oceans of CCSM3","Danabasoglu, G.;Large, W.;et al","10.1175/JCLI3739.1","ark:/85065/d7xs5vn6","Journal of Climate","UCAR and University"
"articles:7215","article","2006-12-01","Simulated Arctic ocean freshwater budgets in the 20th and 21st centuries","Holland, M.;Finnis, J.;et al","10.1175/JCLI3967.1","ark:/85065/d75b02rt","Journal of Climate","UCAR and University"
"articles:7217","article","2006-02-06","Evaluation of 2001 springtime CO transport over West Africa using MOPITT CO measurements assimilated in a global chemistry transport model","Pradier, S.;Attie, J.;et al","10.1111/j.1600-0889.2006.00185.x","ark:/85065/d7ws8tj8","Tellus","UCAR and University"
"articles:7218","article","2006-05-29","An AeroCom initial assessment -- optical properties in aerosol component modules of global models","Kinne, S.;Schulz, M.;et al","10.5194/acp-6-1815-2006","ark:/85065/d7s46s7k","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:7219","article","2006-08-01","Recent climatology, variability and trends in global surface humidity","Dai, A.","10.1175/JCLI3816.1","ark:/85065/d7nc61h7","Journal of Climate","UCAR only"
"articles:7224","article","2006-07-01","Momentum flux spectrum of convectively forced internal gravity waves and its application to gravity wave drag parameterization, Part II: Impacts in a GCM (WACCM)","Song, I.;Chun, H.;et al","10.1175/JAS3954.1","ark:/85065/d70k28wq","Journal of the Atmospheric Sciences","UCAR and University"
"articles:7226","article","2006-08-01","Characterizations of aerosols over the Beijing region: A case study of aircraft measurements","Zhang, Q.;Zhao, C.;et al","10.1016/j.atmosenv.2006.04.032","ark:/85065/d7r49r2r","Atmospheric Environment","UCAR, University and Other"
"articles:7227","article","2006-09-23","Effect of parameterized sub-grid-scale diffusions on the source-receptor relationship in the WRF model","Chen, S.;Hsu, H.","10.1029/2006GL026954","ark:/85065/d7mc90bd","Geophysical Research Letters","UCAR and University"
"articles:7228","article","2006-05-31","Regional climate model downscaling of the U.S. summer climate and future change","Liang, X.;Pan, J.;et al","10.1029/2005JD006685","ark:/85065/d7gm87mp","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7229","article","2006-04-03","On the nature of the X-ray bright core in a stable filament channel","Fan, Y.;Gibson, S.","10.1086/504107","ark:/85065/d7bv7gxd","The Astrophysical Journal","UCAR only"
"articles:7230","article","2007-02-01","Spectral properties of one-dimensional diffusive systems subject to stochastic forcing","Liu, H.","10.1175/JAS3840.1","ark:/85065/d7736r6d","Journal of the Atmospheric Sciences","UCAR only"
"articles:7231","article","2006-06-01","Evaluating aspects of the Community Land and Atmosphere Models (CLM3 and CAM3) using a dynamic global vegetation model","Bonan, G.;Levis, S.","10.1175/JCLI3741.1","ark:/85065/d73b60fm","Journal of Climate","UCAR only"
"articles:7232","article","2006-04-04","Twenty-first-century climate change commitment from a multi-model ensemble","Teng, H.;Buja, L.;et al","10.1029/2005GL024766","ark:/85065/d7zp46d3","Geophysical Research Letters","UCAR only"
"articles:7234","article","2006-04-10","Solar differential rotation influenced by latitudinal entropy variations in the tachocline","Miesch, M.;Brun, A.;et al","10.1086/499621","ark:/85065/d7q52pxh","The Astrophysical Journal","UCAR, University and Other"
"articles:7236","article","2006-06-01","The influence of sea ice on ocean heat uptake in response to increasing CO₂","Bitz, C.;Gent, P.;et al","10.1175/JCLI3756.1","ark:/85065/d7fn16gv","Journal of Climate","UCAR and University"
"articles:7240","article","2006-10-24","Chemical ozone loss in the Arctic and Antarctic stratosphere between 1992 and 2005","Tilmes, S.;Müller, R.;et al","10.1029/2006GL026925","ark:/85065/d7xp758q","Geophysical Research Letters","UCAR, University and Other"
"articles:7241","article","2006-09-14","Severe ozone depletion in the cold Arctic winter 2004-05","von Hobe, M.;Ulanovsky, A.;et al","10.1029/2006GL026945","ark:/85065/d7sx6dj0","Geophysical Research Letters","UCAR and Other"
"articles:7242","article","2006-06-01","CCSM-CAM3 climate simulation sensitivity to changes in horizontal resolution","Hack, J.;Caron, J.;et al","10.1175/JCLI3764.1","ark:/85065/d7p55ntk","Journal of Climate","UCAR and University"
"articles:7244","article","2006-03-01","How does climate change contribute to surface ozone change over the United States?","Murazaki, K.;Hess, P.","10.1029/2005JD005873","ark:/85065/d7dn45bg","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:7247","article","2006-03-01","Measures of the fidelity of eddying ccean models","McClean, J.;Maltrud, M.;et al","10.5670/oceanog.2006.94","ark:/85065/d71g0mkb","Oceanography","UCAR, University and Other"
"articles:7248","article","2006-01-01","Explicit and parameterized episodes of warm-season precipitation over the continental United States","Liu, C.;Moncrieff, M.;et al","10.1007/s00376-006-0010-9","ark:/85065/d7wq043f","Advances in Atmospheric Sciences","UCAR only"
"articles:7249","article","2006-12-01","Going to the extremes: An intercomparison of model-simulated historical and future changes in extreme events","Tebaldi, C.;Hayhoe, K.;et al","10.1007/s10584-006-9051-4","ark:/85065/d7rx9cc5","Climatic Change","UCAR, University and Other"
"articles:7251","article","2006-12-01","Biogenic emissions of isoprenoids and NO in China and comparison to anthropogenic emissions","Tie, X.;Li, G.;et al","10.1016/j.scitotenv.2006.06.025","ark:/85065/d7hd7vx1","Science of the Total Environment","UCAR and University"
"articles:7254","article","2006-12-14","Interpretation of tropical thermocline cooling in the Indian and Pacific oceans during recent decades","Han, W.;Meehl, G.;et al","10.1029/2006GL027892","ark:/85065/d7474b5p","Geophysical Research Letters","UCAR and University"
"articles:7257","article","2006-04-28",'Comment on "Reconstructing past climate from noisy data"',"Wahl, E.;Ritson, D.;et al","10.1126/science.1120866","ark:/85065/d7qz2b7b","Science","UCAR and Other"
"articles:7258","article","2006-09-01",'Comments on "Droplets to drops by turbulent coagulation" by Riemer and Wexler',"Wang, L.;Ayala, O.;et al","10.1175/JAS3750.1","ark:/85065/d7m61khx","Journal of the Atmospheric Sciences","UCAR and University"
"articles:7259","article","2006-05-03","Chemical ozone loss and related processes in the Antarctic winter 2003 based on Improved Limb Atmospheric Spectrometer (ILAS)-II observations","Tilmes, S.;Mueller, R.;et al","10.1029/2005JD006260","ark:/85065/d7gf0ts6","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:7260","article","2006-03-22","Seasonal variation of diurnal perturbations in mesopause region temperature, zonal, and meridional winds above Fort Collins, Colorado (40.6 degrees N, 105 degrees W)","Yuan, T.;She, C.;et al","10.1029/2004JD005486","ark:/85065/d7br8sgn","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:7261","article","2006-09-16","Troposphere-thermosphere tidal coupling as measured by the SABER instrument on TIMED during July-September 2002","Forbes, J.;Russell, J.;et al","10.1029/2005JA011492","ark:/85065/d77081rm","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7262","article","2006-05-01","Recent trends in cloudiness over the United States: A tale of monitoring inadequacies","Dai, A.;Karl, T.;et al","10.1175/BAMS-87-5-597","ark:/85065/d7377919","Bulletin of the American Meteorological Society","UCAR and Other"
"articles:7264","article","2006-06-27","The 1452 or 1453 A.D. Kuwae eruption signal derived from multiple ice core records: Greatest volcanic sulfate event of the past 700 years","Gao, C.;Robock, A.;et al","10.1029/2005JD006710","ark:/85065/d7tq61t8","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:7265","article","2006-06-01","Ocean chlorofluorocarbon and heat uptake during the twentieth century in the CCSM3","Gent, P.;Bryan, F.;et al","10.1175/JCLI3758.1","ark:/85065/d7pz593z","Journal of Climate","UCAR and Other"
"articles:7269","article","2006-01-01","The NAME 2004 field campaign and modeling strategy","Higgins, W.;Ahijevych, D.;et al","10.1175/BAMS-87-1-79","ark:/85065/d76110ms","Bulletin of the American Meteorological Society","UCAR, University and Other"
"articles:7270","article","2006-03-01","Probability distributions of angle of approach and relative velocity for colliding droplets","Wang, L.;Franklin, C.;et al","10.1175/JAS3655.1","ark:/85065/d72807w2","Journal of the Atmospheric Sciences","UCAR, University and Other"
"articles:7272","article","2006-10-01","High winds generated by bow echoes. Part II: The relationship between the mesovortices and damaging straight-line winds","Wakimoto, R.;Murphey, H.;et al","10.1175/MWR3216.1","ark:/85065/d7sq90pw","Monthly Weather Review","UCAR and Other"
