wos id	Author	author full name	group authors	title	source	book series	conference title	conference date	conference location	sponsor	host	DE	ID	abstract	issn	isbn	published month-day	published year	volume	issue	part	supplement	special issue	beginning page	ending page	article number	doi
WOS:000290057600004	"Schon, R; Schnaiter, M; Ulanowski, Z; Schmitt, C; Benz, S; Mohler, O; Vogt, S; Wagner, R; Schurath, U"	"Schoen, Roland; Schnaiter, Martin; Ulanowski, Zbigniew; Schmitt, Carl; Benz, Stefan; Moehler, Ottmar; Vogt, Steffen; Wagner, Robert; Schurath, Ulrich"		Particle habit imaging using incoherent light: A first step toward a novel instrument for cloud microphysics	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY									"The imaging unit of the novel cloud particle instrument Particle Habit Imaging and Polar Scattering (PHIPS) probe has been developed to image individual ice particles produced inside a large cloud chamber. The PHIPS produces images of single airborne ice crystals, illuminated with white light of an ultrafast flash-lamp, which are captured at a maximum frequency of similar to 5 Hz by a charge-coupled device (CCD) camera with microscope optics. The imaging properties of the instrument were characterized by means of crystalline sodium hexafluorosilicate ice analogs, which are stable at room temperature. The optical resolving power of the system is similar to 2 mu m. By using dedicated algorithms for image processing and analysis, the ice crystal images can be analyzed automatically in terms of size and selected shape parameters. PHIPS has been operated at the cloud simulation chamber facility Aerosol Interaction and Dynamics in the Atmosphere (AIDA) of the Karlsruhe Institute of Technology at different temperatures between -17 degrees and -4 degrees C in order to study the influence of the ambient conditions, that is, temperature and ice saturation ratio, on ice crystal habits. The area-equivalent size distributions deduced from the PHIPS images are compared with the retrieval results from Fourier transform infrared (FTIR) extinction spectroscopy in case of small (<20 mu m) and with single particle data from the cloud particle imager in case of larger (>20 mu m) ice particles. Good agreement is found for both particle size regimes."	0739-0572		APR	2011	28	4				493	512		10.1175/2011JTECHA1445.1
WOS:000290058300002	"Ding, QH; Wang, B; Wallace, JM; Branstator, G"	"Ding, Qinghua; Wang, Bin; Wallace, John M.; Branstator, Grant"		Tropical-extratropical teleconnections in Boreal summer: Observed interannual variability	JOURNAL OF CLIMATE									"Maximum covariance analysis is performed on the fields of boreal summer, tropical rainfall, and Northern Hemisphere (NH) 200-hPa height for the 62-yr period of record of 1948-2009. The leading mode, which appears preferentially in summers preceding the peak phases of the El Nino-Southern Oscillation (ENSO) cycle, involves a circumglobal teleconnection (COT) pattern in the NH extratropical 200-hPa height field observed in association with Indian monsoon rainfall anomalies. The second mode, which tends to occur in summers following ENSO peak phases, involves a western Pacific North America (WPNA) teleconnection pattern in the height field observed in association with western North Pacific summer monsoon rainfall anomalies. The CGT pattern is primarily a zonally oriented wave train along the westerly waveguide, while the WPNA pattern is a wave train emanating from the western Pacific monsoon trough and following a great circle. The COT is accompanied by a pronounced tropical extratropical seesaw in the zonally symmetric geopotential height and temperature fields, and the WPNA is observed in association with hemispherically uniform anomalies. These ENSO-related features modulate surface air temperature in both the tropics and extratropics. ENSO also affects the wave structure of the COT and WPNA indirectly, by modulating the strengths of the Indian and western North Pacific monsoons. Linear barotropic mechanisms, including energy propagation and barotropic instability of the basic-state flow, also act to shape and maintain the COT. The implications of these findings for seasonal prediction of the NH extratropical circulation are discussed."	0894-8755		APR 1	2011	24	7				1878	1896		10.1175/2011JCLI3621.1
WOS:000290058300003	"Grabowski, WW; Morrison, H"	"Grabowski, Wojciech W.; Morrison, Hugh"		Indirect impact of atmospheric aerosols in idealized simulations of convective-radiative quasi equilibrium: Part II: Double-moment microphysics	JOURNAL OF CLIMATE									"This paper extends the previous cloud-resolving modeling study concerning the impact of cloud microphysics on convective-radiative quasi equilibrium (CRQE) over a surface with fixed characteristics and prescribed solar input, both mimicking the mean conditions on earth. The current study applies sophisticated double-moment warm-rain and ice microphysics schemes, which allow for a significantly more realistic representation of the impact of aerosols on precipitation processes and on the coupling between clouds and radiative transfer. Two contrasting cloud condensation nuclei (CCN) characteristics are assumed, representing pristine and polluted conditions, as well as contrasting representations of the effects of entrainment and mixing on the mean cloud droplet size. In addition, four sets of sensitivity simulations are also performed with changes that provide a reference for the main simulation set. As in the previous study, the CRQE mimics the estimates of globally and annually averaged water and energy fluxes across the earth's atmosphere. There are some differences from the previous study, however, consistent with the slightly lower water vapor content in the troposphere and significantly reduced lower-tropospheric cloud fraction in current simulations. There is also a significant reduction of the difference between the pristine and polluted cases, from similar to 20 to similar to 4 W m(-2) at the surface from similar to 20 to similar to 9 W m(-2) at the top of the atmosphere (TOA). The difference between the homogeneous and extremely inhomogeneous mixing scenarios, similar to 20 W m(-2) in the previous study, is reduced to a mere 2 (1) W m(-2) at the surface (TOA). An unexpected difference between the previous and current simulations is the lower Bowen ratio of the surface heat flux, the partitioning of the total flux into sensible and latent components. It is shown that most of the change comes from the difference in the representation of rain evaporation in the subcloud layer in the single- and double-moment microphysics schemes. The difference affects the mean air temperature and humidity near the surface, and thus the Bowen ratio. The differences between the various simulations are discussed, contrasting the process-level approach with the impact of cloud microphysics on the quasi-equilibrium state with a more appropriate system dynamics approach. The key distinction is that the latter includes the interactions among all the processes in the modeled system."	0894-8755		APR 1	2011	24	7				1897	1912		10.1175/2010JCLI3647.1
WOS:000290058300007	"Duliere, V; Zhang, YX; Salathe, EP"	"Duliere, Valerie; Zhang, Yongxin; Salathe, Eric P., Jr."		"Extreme precipitation and temperature over the U.S. Pacific Northwest: A comparison between observations, reanalysis data, and regional models"	JOURNAL OF CLIMATE									"Extreme precipitation and temperature indices in reanalysis data and regional climate models are compared to station observations. The regional models represent most indices of extreme temperature well. For extreme precipitation, finer grid spacing considerably improves the match to observations. Three regional models, the Weather Research and Forecasting (WRF) at 12- and 36-km grid spacing and the Hadley Centre Regional Model (HadRM) at 25-km grid spacing, are forced with global reanalysis fields over the U.S. Pacific Northwest during 2003-07. The reanalysis data represent the timing of rain-bearing storms over the Pacific Northwest well; however, the reanalysis has the worst performance at simulating both extreme precipitation indices and extreme temperature indices when compared to the WRF and HadRM simulations. These results suggest that the reanalysis data and, by extension, global climate model simulations are not sufficient for examining local extreme precipitations and temperatures owing to their coarse resolutions. Nevertheless, the large-scale forcing is adequately represented by the reanalysis so that regional models may simulate the terrain interactions and mesoscale processes that generate the observed local extremes and frequencies of extreme temperature and precipitation."	0894-8755		APR 1	2011	24	7				1950	1964		10.1175/2010JCLI3224.1
WOS:000290058300009	"Bukovsky, MS; Karoly, DJ"	"Bukovsky, Melissa S.; Karoly, David J."		A regional modeling study of climate change impacts on warm-season precipitation in the Central United States	JOURNAL OF CLIMATE									"In this study, the Weather Research and Forecasting (WRF) model is employed as a nested regional climate model to dynamically downscale output from the National Center for Atmospheric Research's (NCAR's) Community Climate System Model (CCSM) version 3 and the National Centers for Environmental Prediction (NCEP)-NCAR global reanalysis (NNRP). The latter is used for verification of late-twentieth-century climate simulations from the WRF. This analysis finds that the WRF is able to produce precipitation that is more realistic than that from its driving systems (the CCSM and NNRP). It also diagnoses potential issues with and differences between all of the simulations completed. Specifically, the magnitude of heavy 6-h average precipitation events, the frequency distribution, and the diurnal cycle of precipitation over the central United States are greatly improved. Projections from the WRF for late-twenty-first-century precipitation show decreases in average May August (MJJA) precipitation, but increases in the intensity of both heavy precipitation events and rain in general when it does fall. A decrease in the number of 6-h periods with rainfall accounts for the overall decrease in average precipitation. The WRF also shows an increase in the frequency of very heavy to extreme 6-h average events, but a decrease in the frequency of all events lighter than those over the central United States. Overall, projections from this study suggest an increase in the frequency of both floods and droughts during the warm season in the central United States."	0894-8755		APR 1	2011	24	7				1985	2002		10.1175/2010JCLI3447.1
WOS:000288889600008	"Keckhut, P; Randel, WJ; Claud, C; Leblanc, T; Steinbrecht, W; Funatsu, BM; Bencherif, H; McDermid, IS; Hauchecorne, A; Long, C; Lin, R; Baumgarten, G"	"Keckhut, P.; Randel, W. J.; Claud, C.; Leblanc, T.; Steinbrecht, W.; Funatsu, B. M.; Bencherif, H.; McDermid, I. S.; Hauchecorne, A.; Long, C.; Lin, R.; Baumgarten, G."		An evaluation of uncertainties in monitoring middle atmosphere temperatures with the ground-based lidar network in support of space observations	JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS									"The capability of the longest lidar data sets to monitor long-term temperature changes have been evaluated through comparisons with the successive Stratospheric Sounder Units (SSU) onboard NOAA satellites. Cross-consistency investigations between SSU and the lidar network can be considered as a first attempt to demonstrate how the synergistic use of space and ground-based instruments could provide reliable monitoring of the temperature of the middle atmosphere. The breakdown of the temperature cooling trend, and the following flattening observed in the satellite temperature series, is qualitatively confirmed by the lidars. However, there are still large differences that can either be due to SSU continuity (orbit drifts or weighting function modifications) or lidar operation changes (time of measurements, accuracy, sampling, etc.). SSU vertical weighting functions have been taken into account for comparisons. Some discontinuity events cannot be explained by the SSU weighting function drifts due to CO(2). For the upper channels of SSU (peaking around 50 km), the results are probably sensitive to the mesospheric part of the lidar profiles that can explain some discontinuities. Tropical lidar stations show clear inter-annual differences with the SSU channels covering the lowest altitude range that needs further investigations to understand if the origin is instrumental or geophysical. An attempt to derive non-linear trends with combinations of linear, hockey stick, and quadratic functions has been made. While the quadratic term is not highly significant, this approach allows the derivation of a better quantification of the linear trend terms. (C) 2011 Elsevier Ltd. All rights reserved."	1364-6826		APR	2011	73	5-6				627	642		10.1016/j.jastp.2011.01.003
WOS:000288889600015	"Zhang, B; Lotko, W; Wiltberger, MJ; Brambles, OJ; Damiano, PA"	"Zhang, B.; Lotko, W.; Wiltberger, M. J.; Brambles, O. J.; Damiano, P. A."		A statistical study of magnetosphere-ionosphere coupling in the Lyon-Fedder-Mobarry global MHD model	JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS									"The statistics of magnetosphere-ionosphere (MI) coupling derived from a two-month long run of the Lyon-Fedder-Mobarry (LFM) global simulation model are investigated. MI coupling characteristics such as polar cap potential and field-aligned current (FAC), downward Poynting flux and vorticity of ionospheric convection are compared with observed statistical averages and with results from the Weimer 05 empirical model. The comparisons for eight different IMF clock-angle orientations show that the LFM model produces reasonably accurate average distributions of the Region land Region II currents. Both current systems have average amplitudes similar to those observed by the Iridium satellite constellation; however, the average LFM amplitudes are smaller by a factor of two compared with the values from the Weimer 05 model. The comparisons of polar cap potential show that the LFM model produces reasonable patterns of ionospheric convection, but the average cross polar cap potential (CPCP) is greater than the observed results by a factor of approximately 2 and greater than Weimer 05 by a factor of 1.5. The differences in convection in LFM results relative to the Weimer 05 model accounts for much of the difference in the Poynting flux patterns and integrated power produced by the two models. The comparisons of average ionospheric field-aligned vorticity show good agreement on the dayside; however, the LFM model gives higher nightside vorticity which may imply that the ionospheric conductance on the nightside is too small in the simulation. (C) 2010 Elsevier Ltd. All rights reserved."	1364-6826		APR	2011	73	5-6				686	702		10.1016/j.jastp.2010.09.027
WOS:000289525900012	"Qin, H"	"Qin, Hua"		Biocultural diversity and indigenous ways of knowing: Human ecology in the Arctic	HUMAN ECOLOGY										0300-7839		APR	2011	39	2				233	234		10.1007/s10745-010-9367-6
WOS:000289754900010	"Karan, H; Fitzpatrick, PJ; Hill, CM; Li, YG; Xiao, QN; Lim, E"	"Karan, Haldun; Fitzpatrick, Patrick J.; Hill, Christopher M.; Li, Yongzuo; Xiao, Qingnong; Lim, Eunha"		The formation of multiple squall lines and the impacts of WSR-88D radial winds in a WRF simulation	WEATHER AND FORECASTING										0882-8156		APR	2011	26	2				250	254		10.1175/WAF-D-10-05035.1
WOS:000289377800019	"Anderson, RG Anderson, RG; Canadell, JG; Randerson, JT; Jackson, RB; Hungate, BA; Baldocchi, DD; Ban-Weiss, GA; Bonan, GB; Caldeira, K; Cao, L; Diffenbaugh, NS; Gurney, KR; Kueppers, LM; Law, BE; Luyssaert, S; O'Halloran, TL"	"Anderson, Ray G.; Canadell, Josep G.; Randerson, James T.; Jackson, Robert B.; Hungate, Bruce A.; Baldocchi, Dennis D.; Ban-Weiss, George A.; Bonan, Gordon B.; Caldeira, Ken; Cao, Long; Diffenbaugh, Noah S.; Gurney, Kevin R.; Kueppers, Lara M.; Law, Beverly E.; Luyssaert, Sebastiaan; O'Halloran, Thomas L."		Biophysical considerations in forestry for climate protection	FRONTIERS IN ECOLOGY AND THE ENVIRONMENT									"Forestry - including afforestation (the planting of trees on land where they have not recently existed), reforesta tion, avoided deforestation, and forest management - can lead to increased sequestration of atmospheric carbor dioxide and has therefore been proposed as a strategy to mitigate climate change. However, forestry also influ ences land-surface properties, including albedo (the fraction of incident sunlight reflected back to space), surface roughness, and evapotranspiration, all of which affect the amount and forms of energy transfer to the atmos phere. In some circumstances, these biophysical feedbacks can result in local climate warming, thereby counter acting the effects of carbon sequestration on global mean temperature and reducing or eliminating the net value of climate-change mitigation projects. Here, we review published and emerging research that suggests ways ir which forestry projects can counteract the consequences associated with biophysical interactions, and highligh knowledge gaps in managing forests for climate protection. We also outline several ways in which biophysica effects can be incorporated into frameworks that use the maintenance of forests as a climate protection strategy"	1540-9295		APR	2011	9	3				174	182		10.1890/090179
WOS:000289597200002	"Vecchi, GA; Zhao, M; Wang, H; Villarini, G; Rosati, A; Kumar, A; Held, IM; Gudgel, R"	"Vecchi, Gabriel A.; Zhao, Ming; Wang, Hui; Villarini, Gabriele; Rosati, Anthony; Kumar, Arun; Held, Isaac M.; Gudgel, Richard"		Statistical-dynamical predictions of seasonal North Atlantic hurricane activity	MONTHLY WEATHER REVIEW									"Skillfully predicting North Atlantic hurricane activity months in advance is of potential societal significance and a useful test of our understanding of the factors controlling hurricane activity. In this paper, a statistical dynamical hurricane forecasting system, based on a statistical hurricane model, with explicit uncertainty estimates, and built from a suite of high-resolution global atmospheric dynamical model integrations spanning a broad range of climate states is described. The statistical model uses two climate predictors: the sea surface temperature (SST) in the tropical North Atlantic and SST averaged over the global tropics. The choice of predictors is motivated by physical considerations, as well as the results of high-resolution hurricane modeling and statistical modeling of the observed record. The statistical hurricane model is applied to a suite of initialized dynamical global climate model forecasts of SST to predict North Atlantic hurricane frequency, which peaks during the August October season, from different starting dates. Retrospective forecasts of the 1982-2009 period indicate that skillful predictions can be made from as early as November of the previous year; that is, skillful forecasts for the coming North Atlantic hurricane season could be made as the current one is closing. Based on forecasts initialized between November 2009 and March 2010, the model system predicts that the upcoming 2010 North Atlantic hurricane season will likely be more active than the 1982-2009 climatology, with the forecasts initialized in March 2010 predicting an expected hurricane count of eight and a 50% probability of counts between six (the 1966-2009 median) and nine."	0027-0644		APR	2011	139	4				1070	1082		10.1175/2010MWR3499.1
WOS:000289597200004	"Morrison, H Morrison, H; Milbrandt, J"	"Morrison, Hugh; Milbrandt, Jason"		Comparison of two-moment bulk microphysics schemes in Idealized supercell Thunderstorm simulations	MONTHLY WEATHER REVIEW									"Idealized three-dimensional supercell simulations were performed using the two-moment bulk microphysics schemes of Morrison and Milbrandt-Yau in the Weather Research and Forecasting (WRF) model. Despite general similarities in these schemes, the simulations were found to produce distinct differences in storm structure, precipitation, and cold pool strength. In particular, the Morrison scheme produced much higher surface precipitation rates and a stronger cold pool, especially in the early stages of storm development. A series of sensitivity experiments was conducted to identify the primary differences between the two schemes that resulted in the large discrepancies in the simulations. Different approaches in treating graupel and hail were found to be responsible for many of the key differences between the baseline simulations. The inclusion of hail in the baseline simulation using the Milbrant- Yau scheme with two rimed-ice categories (graupel and hail) had little impact, and therefore resulted in a much different storm than the baseline run with the single-category (hail) Morrison scheme. With graupel as the choice of the single rimed-ice category, the simulated storms had considerably more frozen condensate in the anvil region, a weaker cold pool, and reduced surface precipitation compared to the runs with only hail, whose higher terminal fall velocity inhibited lofting. The cold pool strength was also found to be sensitive to the parameterization of raindrop breakup, particularly for the Morrison scheme, because of the effects on the drop size distributions and the corresponding evaporative cooling rates. The use of a more aggressive implicit treatment of drop breakup in the baseline Morrison scheme, by limiting the mean mass raindrop diameter to a maximum of 0.9 mm, opposed the tendency of this scheme to otherwise produce large mean drop sizes and a weaker cold pool compared to the hail-only run using the Milbrandt-Yau scheme."	0027-0644		APR	2011	139	4				1103	1130		10.1175/2010MWR3433.1
WOS:000289597200011	"Xie, Y Xie, Y; Koch, S; McGinley, J; Albers, S; Bieringer, PE; Wolfson, M; Chan, M"	"Xie, Y.; Koch, S.; McGinley, J.; Albers, S.; Bieringer, P. E.; Wolfson, M.; Chan, M."		A space-time multiscale analysis system: A sequential variational analysis approach	MONTHLY WEATHER REVIEW									"As new observation systems are developed and deployed, new and presumably more precise information is becoming available for weather forecasting and climate monitoring. To take advantage of these new observations, it is desirable to have schemes to accurately retrieve the information before statistical analyses are performed so that statistical computation can be more effectively used where it is needed most. The authors propose a sequential variational approach that possesses advantages of both a standard statistical analysis [such as with a three-dimensional variational data assimilation (3DVAR) or Kalman filter] and a traditional objective analysis (such as the Barnes analysis). The sequential variational analysis is multiscale, inhomogeneous, anisotropic, and temporally consistent, as shown by an idealized test case and observational datasets in this study. The real data cases include applications in two-dimensional and three-dimensional space and time for storm outflow boundary detection (surface application) and hurricane data assimilation (three-dimensional space application). Implemented using a multigrid technique, this sequential variational approach is a very efficient data assimilation method."	0027-0644		APR	2011	139	4				1224	1240		10.1175/2010MWR3338.1
WOS:000289376800009	"Krajewski, WF Krajewski, WF; Kruger, A; Smith, JA; Lawrence, R; Gunyon, C; Goska, R; Seo, BC; Domaszczynski, P; Baeck, ML; Ramamurthy, MK; Weber, J; Bradley, AA; DelGreco, SA; Steiner, M"	"Krajewski, Witold F.; Kruger, Anton; Smith, James A.; Lawrence, Ramon; Gunyon, Charles; Goska, Radoslaw; Seo, Bong-Chul; Domaszczynski, Piotr; Baeck, Mary Lynn; Ramamurthy, Mohan K.; Weber, Jeffrey; Bradley, A. Allen; DelGreco, Stephen A.; Steiner, Matthias"		Towards better utilization of NEXRAD data in hydrology: an overview of Hydro-NEXRAD	JOURNAL OF HYDROINFORMATICS									"With a very modest investment in computer hardware and the open-source local data manager (LDM) software from University Corporation for Atmospheric Research (UCAR) Unidata Program Center, a researcher can receive a variety of NEXRAD Level III rainfall products and the unprocessed Level II data in real-time from most NEXRAD radars in the USA. Alternatively, one can receive such data from the National Climatic Data Center in Ashville, NC. Still, significant obstacles remain in order to unlock the full potential of the data. One set of obstacles is related to effective management of multi-terabyte datasets. A second set of obstacles, for hydrologists and hydrometeorologists in particular, is that the NEXRAD Level Ill products are not well suited for applications in hydrology. There is a strong need for the generation of high-quality products directly from the Level II data with well-documented steps that include quality control, removal of false echoes, rainfall estimation algorithms, coordinate conversion, georeferencing and integration with GIS. For hydrologists it is imperative that these procedures are basin-centered as opposed to radar-centered. The authors describe the Hydro-NEXRAD system that addresses the above challenges. With support from the National Science Foundation through its ITR program, the authors have developed a basin-centered framework for addressing all these issues in a comprehensive manner, tailored specifically for use of NEXRAD data in hydrology and hydrometeorology."	1464-7141		APR	2011	13	2				255	266		10.2166/hydro.2010.056
WOS:000289376800011	"Seo, BC Seo, BC; Krajewski, WF; Kruger, A; Domaszczynski, P; Smith, JA; Steiner, M"	"Seo, Bong-Chul; Krajewski, Witold F.; Kruger, Anton; Domaszczynski, Piotr; Smith, James A.; Steiner, Matthias"		Radar-rainfall estimation algorithms of Hydro-NEXRAD	JOURNAL OF HYDROINFORMATICS									"Hydro-NEXRAD is a prototype software system that provides hydrology and water resource communities with ready access to the vast data archives of the U.S. weather radar network known as NEXRAD (Next Generation Weather Radar). This paper describes radar-rainfall estimation algorithms and their modular components used in the Hydro-NEXRAD system to generate rainfall products to be delivered to users. A variety of customized modules implemented in Hydro-NEXRAD perform radar-reflectivity data processing, produce radar-rainfall maps with user-requested space and time resolution, and combine multiple radar data for basins covered by multiple radars. System users can select rainfall estimation algorithms that range from simple ('Quick Look') to complex and computing-intensive ('Hi-Fi'). The 'Pseudo NWS PPS' option allows close comparison with the algorithm used operationally by the US National Weather Service. The 'Custom' algorithm enables expert users to specify values for many of the parameters in the algorithm modules according to their experience and expectations. The Hydro-NEXRAD system, with its rainfall-estimation algorithms, can be used by both novice and expert users who need rainfall estimates as references or as input to their hydrologic modelling and forecasting applications."	1464-7141		APR	2011	13	2				277	291		10.2166/hydro.2010.003
WOS:000288555000006	"Jiang, LW; Hardee, K"	"Jiang, Leiwen; Hardee, Karen"		How do recent population trends matter to climate change?	POPULATION RESEARCH AND POLICY REVIEW									"Although integrated assessment models (IAM) of the Intergovernmental Panel on Climate Change (IPCC) consider population as one of the root causes of greenhouse gas emissions, how population dynamics affect climate change is still under debate. Population is rarely mentioned in policy debates on climate change. Studies in the past decade have added significantly to understanding the mechanisms and complexity of population and climate interactions. In addition to the growth of total population size, research shows that changes in population composition (i.e. age, urban-rural residence, and household structure) generate substantial effects on the climate system. Moreover, studies by the impact, vulnerability and adaptation (IAV) community also reveal that population dynamics are critical in the near term for building climate change resilience and within adaptation strategies. This paper explores how global population dynamics affect carbon emissions and climate systems, how recent demographic trends matter to worldwide efforts to adapt to climate change, and how population policies could make differences for climate change mitigation and adaptation."	0167-5923		APR	2011	30	2				287	312		10.1007/s11113-010-9189-7
WOS:000289070300018	"Spuler, SM; Fugal, J"	"Spuler, Scott M.; Fugal, Jacob"		"Design of an in-line, digital holographic imaging system for airborne measurement of clouds"	APPLIED OPTICS									"We discuss the design and performance of an airborne (underwing) in-line digital holographic imaging system developed for characterizing atmospheric cloud water droplets and ice particles in situ. The airborne environment constrained the design space to the simple optical layout that in-line non-beam-splitting holography affords. The desired measurement required the largest possible sample volume in which the smallest desired particle size (similar to 5 mu m) could still be resolved, and consequently the magnification requirement was driven by the pixel size of the camera and this particle size. The resulting design was a seven-element, double-telecentric, high-precision optical imaging system used to relay and magnify a hologram onto a CCD surface. The system was designed to preserve performance and high resolution over a wide temperature range. Details of the optical design and construction are given. Experimental results demonstrate that the system is capable of recording holograms that can be reconstructed with resolution of better than 6.5 mu m within a 15cm(3) sample volume. (C) 2011 Optical Society of America"	0003-6935		APR 1	2011	50	10				1405	1412		
WOS:000289105300002	"Holland, MM; Bailey, DA; Vavrus, S"	"Holland, Marika M.; Bailey, David A.; Vavrus, Steve"		"Inherent sea ice predictability in the rapidly changing Arctic environment of the Community Climate System Model, version 3"	CLIMATE DYNAMICS									"Seasonal predictions of Arctic sea ice have typically been based on statistical regression models or on results from ensemble ice model forecasts driven by historical atmospheric forcing. However, in the rapidly changing Arctic environment, the predictability characteristics of summer ice cover could undergo important transformations. Here global coupled climate model simulations are used to assess the inherent predictability of Arctic sea ice conditions on seasonal to interannual timescales within the Community Climate System Model, version 3. The role of preconditioning of the ice cover versus intrinsic variations in determining sea ice conditions is examined using ensemble experiments initialized in January with identical ice-ocean-terrestrial conditions. Assessing the divergence among the ensemble members reveals that sea ice area exhibits potential predictability during the first summer and for winter conditions after a year. The ice area exhibits little potential predictability during the spring transition season. Comparing experiments initialized with different mean ice conditions indicates that ice area in a thicker sea ice regime generally exhibits higher potential predictability for a longer period of time. In a thinner sea ice regime, winter ice conditions provide little ice area predictive capability after approximately 1 year. In all regimes, ice thickness has high potential predictability for at least 2 years."	0930-7575		APR	2011	36	7-8				1239	1253		10.1007/s00382-010-0792-4
WOS:000289105300017	"Vavrus, S; Holland, MM; Bailey, DA"	"Vavrus, Steve; Holland, Marika M.; Bailey, David A."		Changes in Arctic clouds during intervals of rapid sea ice loss	CLIMATE DYNAMICS									"We investigate the behavior of clouds during rapid sea ice loss events (RILEs) in the Arctic, as simulated by multiple ensemble projections of the 21st century in the Community Climate System Model (CCSM3). Trends in cloud properties and sea ice coverage during RILEs are compared with their secular trends between 2000 and 2049 during summer, autumn, and winter. The results suggest that clouds promote abrupt Arctic climate change during RILEs through increased (decreased) cloudiness in autumn (summer) relative to the changes over the first half of the 21st century. The trends in cloud characteristics (cloud amount, water content, and radiative forcing) during RILEs are most strongly and consistently an amplifying effect during autumn, the season in which RILEs account for the majority of the secular trends. The total cloud trends in every season are primarily due to low clouds, which show a more robust response than middle and high clouds across RILEs. Lead-lag correlations of monthly sea ice concentration and cloud cover during autumn reveal that the relationship between less ice and more clouds is enhanced during RILEs, but there is no evidence that either variable is leading the other. Given that Arctic cloud projections in CCSM3 are similar to those from other state-of-the-art GCMs and that observations show increased autumn cloudiness associated with the extreme 2007 and 2008 sea ice minima, this study suggests that the rapidly declining Arctic sea ice will be accentuated by changes in polar clouds."	0930-7575		APR	2011	36	7-8				1475	1489		10.1007/s00382-010-0816-0
WOS:000288516400007	"Wang, XM; Situ, SP; Guenther, A; Chen, F; Wu, ZY; Xia, BC; Wang, TJ"	"Wang, Xuemei; Situ, Shuping; Guenther, Alex; Chen, Fei; Wu, Zhiyong; Xia, Beicheng; Wang, Tijian"		"Spatiotemporal variability of biogenic terpenoid emissions in Pearl River Delta, China, with high-resolution land-cover and meteorological data"	TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY									"This study intended to provide 4-km gridded, hourly, year-long, regional estimates of terpenoid emissions in the Pearl River Delta (PRD), China. It combined Thematic Mapper images and local-survey data to characterize plant functional types, and used observed emission potential of biogenic volatile organic compounds (BVOC) from local plant species and high-resolution meteorological outputs from the MM5 model to constrain the MEGAN BVOC-emission model. The estimated annual emissions for isoprene, monoterpene and sesquiterpene are 95.55 x 106 kg C, 117.35 x 106 kg C and 9.77 x 106 kg C, respectively. The results show strong variabilities of terpenoid emissions spanning diurnal and seasonal time scales, which are mainly distributed in the remote areas (with more vegetation and less economic development) in PRD. Using MODIS PFTs data reduced terpenoid emissions by 27% in remote areas. Using MEGAN-model default emission factors led to a 24% increase in BVOC emission. The model errors of temperature and radiation in MM5 output were used to assess impacts of uncertainties in meteorological forcing on emissions: increasing (decreasing) temperature and downward shortwave radiation produces more (less) terpenoid emissions for July and January. Strong temporal variability of terpenoid emissions leads to enhanced ozone formation during midday in rural areas where the anthropogenic VOC emissions are limited."	0280-6509		APR	2011	63	2				241	254		10.1111/j.1600-0889.2010.00523.x
WOS:000288951200024	"Metcalfe, TS"	"Metcalfe, Travis S."		Astrophysics: The inner lives of red giants	NATURE										0028-0836		MAR 31	2011	471	7340				580	581		
